[[FileID]],[[Group]],[[Key]],[[English]],[[Japanese]]
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Bee,Increases minion damage by 10%,ミニオンの与ダメージが10%増加
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Spider,Increases minion damage by 12%,ミニオンの与ダメージが12%増加
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Solar,"Solar shields charge over time to protect you & let you dash
A charge is used to damage enemies you touch
Consumed charges explode & damage enemies","★太陽の盾はあなたを守る＆ダッシュできるように時間をかけて充電します
電荷はあなたが触れるダメージの敵に使用されています
消費料金が爆発＆ダメージの敵"
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Vortex,"Double tap {0} to toggle stealth,
increasing ranged ability and reducing chance for enemies to target you but slowing movement speed",{0}を2回押すと透明になる。\nまた、射撃武器のダメージが上昇し、敵に狙われにくくなるが、移動速度は低下する
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Nebula,"Magic damage has a chance to spawn buff boosters,
pick boosters up to get stacking buffs","★魔法のダメージは、産卵バフブースターへのチャンスを持っています
GETスタッキングバフにブースターを拾います"
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Stardust,A stardust guardian will protect you from nearby enemies,★星屑の保護者は、近くの敵からあなたを守ります
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Forbidden,Double tap {0} to call an ancient storm to the cursor location,{0}を2回押しでカーソル位置に古代の嵐を召喚する
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Jungle,16% reduced mana usage,消費マナが16%減少
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Molten,17% extra melee damage,近接ダメージが17%増加
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Mining,30% increased mining speed,採掘速度が30%増加
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,CobaltCaster,14% reduced mana usage,消費マナが14%減少
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,CobaltMelee,15% increased melee speed,近接攻撃速度が15%増加
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Bone,15% increased ranged critical strike chance,★15％があったクリティカル確率を増加させました
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Ninja,20% increased movement speed,★20％増加した移動速度
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,Fossil,20% chance to not consume ammo,★20％の確率で弾薬を消費しないように
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,HallowedSummoner,"Become immune after striking an enemy,
and increases your max number of minions by 2","★敵に当たった後に免疫になって、
そして2によって手下のあなたの最大数を増加させ"
Terraria.Localization.Content.en-US.Game,ArmorSetBonus,CrystalNinja,"10% increased damage and crit chance,
15% increased movement speed","★10％が損傷し、クリティカルチャンスを増加させ、
15％増加した移動速度"
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Surface,Surface,★表面
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Graveyard,Graveyard,★墓地
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,UndergroundJungle,Underground Jungle,★地下ジャングル
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,TheUnderworld,The Underworld,★アンダーワールド
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,TheDungeon,The Dungeon,★ダンジョン
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,TheCorruption,The Corruption,★汚職
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Underground,Underground,★地下
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,TheHallow,The Hallow,★ハロー
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,UndergroundMushroom,Underground Mushroom,★地下キノコ
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,StardustPillar,Stardust Pillar,★スターダストの柱
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Jungle,The Jungle,★ジャングル
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Caverns,Caverns,★洞窟
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,UndergroundSnow,Underground Snow,★地下雪
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Ocean,Ocean,★海洋
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,SurfaceMushroom,Surface Mushroom,★表面きのこ
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,UndergroundDesert,Underground Desert,★地下砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Snow,Snow,★雪
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Desert,Desert,★砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Meteor,Meteor,★流星
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Oasis,Oasis,★オアシス
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,SpiderNest,Spider Nest,★蜘蛛の巣
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Crimson,The Crimson,★クリムゾン
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,SolarPillar,Solar Pillar,★太陽柱
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,VortexPillar,Vortex Pillar,★渦の柱
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,TheTemple,The Temple,★お寺
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,UndergroundCorruption,Underground Corruption,★地下汚職
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Hallow,The Hallow,★ハロー
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,NebulaPillar,Nebula Pillar,★星雲の柱
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,CorruptUndergroundDesert,Corrupt Cave Desert,★破損洞窟砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,CrimsonUndergroundDesert,Crimson Cave Desert,★クリムゾン洞窟砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,HallowUndergroundDesert,Hallow Cave Desert,★ハロー洞窟砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,CorruptDesert,Corrupt Desert,★破損砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,HallowDesert,Hallow Desert,★ハロー砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Granite,Granite,★花崗岩
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,UndergroundCrimson,Underground Crimson,★地下クリムゾン
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,UndergroundHallow,Underground Hallow,★地下ハロー
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Marble,Marble,★大理石
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,CorruptIce,Corrupt Ice,★破損アイス
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,HallowIce,Hallow Ice,★ハローアイス
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,CrimsonIce,Crimson Ice,★クリムゾンアイス
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,Sky,Sky,★空
Terraria.Localization.Content.en-US.Game,Bestiary_Biomes,CrimsonDesert,Crimson Desert,★クリムゾン砂漠
Terraria.Localization.Content.en-US.Game,Bestiary_Invasions,Goblins,Goblin Invasion,★ゴブリンの侵略
Terraria.Localization.Content.en-US.Game,Bestiary_Invasions,Pirates,Pirate Invasion,★海賊の侵略
Terraria.Localization.Content.en-US.Game,Bestiary_Invasions,Martian,Martian Madness,★火星の狂気
Terraria.Localization.Content.en-US.Game,Bestiary_Invasions,OldOnesArmy,Old One's Army,★古い軍
Terraria.Localization.Content.en-US.Game,Bestiary_Invasions,PumpkinMoon,Pumpkin Moon,★パンプキン・ムーン
Terraria.Localization.Content.en-US.Game,Bestiary_Invasions,FrostMoon,Frost Moon,★フロスト・ムーン
Terraria.Localization.Content.en-US.Game,Bestiary_Invasions,FrostLegion,Frost Legion,★フロスト軍団
Terraria.Localization.Content.en-US.Game,Bestiary_Times,DayTime,Daytime,★昼間
Terraria.Localization.Content.en-US.Game,Bestiary_Times,NightTime,Nighttime,★夜間
Terraria.Localization.Content.en-US.Game,Bestiary_Events,SlimeRain,Slime Rain,★スライム雨
Terraria.Localization.Content.en-US.Game,Bestiary_Events,WindyDay,Windy Day,★風の強い日
Terraria.Localization.Content.en-US.Game,Bestiary_Events,BloodMoon,Blood Moon,★ブラッド・ムーン
Terraria.Localization.Content.en-US.Game,Bestiary_Events,Halloween,Halloween,★ハロウィーン
Terraria.Localization.Content.en-US.Game,Bestiary_Events,Rain,Rain,★雨
Terraria.Localization.Content.en-US.Game,Bestiary_Events,Christmas,Christmas,★クリスマス
Terraria.Localization.Content.en-US.Game,Bestiary_Events,Eclipse,Eclipse,★Eclipseの
Terraria.Localization.Content.en-US.Game,Bestiary_Events,Party,Party,★パーティー
Terraria.Localization.Content.en-US.Game,Bestiary_Events,Blizzard,Blizzard,★猛吹雪
Terraria.Localization.Content.en-US.Game,Bestiary_Events,Sandstorm,Sandstorm,★砂嵐
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Rarity_1,Is Uncommon,★あるアンコモン
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Rarity_2,Is Rare,★稀です
Terraria.Localization.Content.en-US.Game,BestiaryInfo,IsBoss,Boss Enemy,★ボスエネミー
Terraria.Localization.Content.en-US.Game,BestiaryInfo,UnlockCondition_Hallow,Reach Hardmode,★リーチHardmode
Terraria.Localization.Content.en-US.Game,BestiaryInfo,IsRare,Rare Creature,★クリーチャー
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Filters,Filters ({Count}),★フィルタ ({Count})
Terraria.Localization.Content.en-US.Game,BestiaryInfo,KnockbackNone,None,★なし
Terraria.Localization.Content.en-US.Game,BestiaryInfo,KnockbackLow,Low,★低いです
Terraria.Localization.Content.en-US.Game,BestiaryInfo,KnockbackMedium,Med,★メッド
Terraria.Localization.Content.en-US.Game,BestiaryInfo,KnockbackHigh,High,★高い
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Attack,Attack,★攻撃
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Defense,Defense,★防衛
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Knockback,Knockback Taken,★ノックバック撮影
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Life,Life,★生活
Terraria.Localization.Content.en-US.Game,BestiaryInfo,IfUnlocked,If Unlocked,★ロック解除の場合
Terraria.Localization.Content.en-US.Game,BestiaryInfo,IfSearched,If Searched,★検索した場合
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_Unlocks,Unlocks,★ロック解除
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_ID,ID,★ID
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_BestiaryID,Bestiary ID,★動物寓話ID
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_Rarity,Rarity,★希少
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_Alphabetical,Name,★名前
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_Attack,Attack,★攻撃
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_Defense,Defense,★防衛
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_Coins,Coins,★コイン
Terraria.Localization.Content.en-US.Game,BestiaryInfo,Sort_HitPoints,HP,★HP
Terraria.Localization.Content.en-US.Game,BestiaryInfo,PercentCollected,{Percent} Collected,★ {Percent} 収集
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,PirateMap,Drops in the Hardmode Ocean,★Hardmode海の雫
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,IsChristmas,Drops during Christmas,★クリスマスの間ドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,PlayerNeedsHealing,Drops when the player is hurt,★プレーヤーが怪我をしたときドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,LegacyHack_IsBossAndExpert,Drops in Expert Mode,★エキスパートモードでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,IsExpert,This is an Expert Mode drop rate,★これは、エキスパートモードのドロップ率であります
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,IsMasterMode,This is a Master Mode drop rate,★これは、マスター・モードのドロップ率であります
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,IsCrimson,Drops in the Crimson,★クリムゾンでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,IsCorruption,Drops in the Corruption,★汚職でドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,HalloweenWeapons,Drops during Halloween season,★ハロウィンシーズン中ドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,SoulOfNight,Drops in Underground Crimson or Corruption,★地下クリムゾンや破損の低下
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,SoulOfLight,Drops in Underground Hallow,★地下ハローでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,HalloweenGoodieBagDrop,Drops in early gameplay during Halloween,★ハロウィーンの時に初期のゲームプレイでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,XmasPresentDrop,Drops in early gameplay during Christmas,★クリスマスの間に初期のゲームプレイでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,LivingFlames,Drops in Hardmode Underworld,★Hardmodeアンダーワールドでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,NamedNPC,Drops from uniquely named NPCs,★一意の名前のNPCからドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,HallowKeyCondition,Drops in the Hardmode Hallow,★Hardmodeハローでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,JungleKeyCondition,Drops in the Hardmode Jungle,★Hardmodeジャングルでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,CorruptKeyCondition,Drops in the Hardmode Corruption,★Hardmode汚職でドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,CrimsonKeyCondition,Drops in the Hardmode Crimson,★Hardmodeクリムゾンでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,FrozenKeyCondition,Drops in the Hardmode Snow,★Hardmode雪でドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,DesertKeyCondition,Drops in the Hardmode Desert,★Hardmode砂漠でドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,BeatAnyMechBoss,Drops after defeating any Mech Boss,★任意のメカボスを倒した後ドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,YoyoCascade,Drops after defeating Skeletron but before Hardmode,★Skeletronが、前Hardmodeを倒した後ドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,YoyosAmarok,Drops in Hardmode,★Hardmodeでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,YoyosYelets,Drops after defeating any Mech Boss,★任意のメカボスを倒した後ドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,YoyosKraken,Drops after defeating Plantera,★Planteraを倒した後ドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,YoyosHelFire,Drops in Hardmode,★Hardmodeでドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,KOCannon,Drops during a Hardmode Bloodmoon,★Hardmode Bloodmoon時の雫
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,IsItAHappyWindyDay,Drops on Windy Days,★風の日にドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_ItemDropConditions,EmpressOfLightOnlyTookDamageWhileEnraged,Drops if the Empress of Light is only attacked during daytime,★光の皇后が唯一の昼間に攻撃された場合ドロップス
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Goblins,"A ragtag army of crude, barbaric goblins set out to conquer and destroy. Some wield dark, evil magic.",★原油のragtag軍は、野蛮なゴブリンは征服するために着手し、破壊します。一部振るうの暗い、邪悪な魔法。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Pirates,"A seafaring horde of armed bandits that lust after the riches of the land, collecting treasures and taking no prisoners.",★その土地の豊かさの後に欲望、宝物を収集し、何の捕虜を取っていない武装強盗の船乗りの大群。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Martian,Technologically advanced beings from another world who want to eradicate all primitive life with their superior weaponry.,★彼らの優れた武器を持つすべての原始の生命を根絶したい別の世界から技術的に高度な人間。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_OldOnesArmy,"Minions from Etheria - they may have mistakenly invaded this world, but they wish to rule it nonetheless!",★Etheriaから手下 - 彼らは誤ってこの世界を侵略しているかもしれないが、彼らはそれにもかかわらず、それを支配したいです！
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_PumpkinMoon,"A bitter harvest rises in the dead of night. Creatures of evil and darkness spook the lands, killing everything in their path.",★苦い収穫は夜の死者に上昇します。悪と闇の生き物が彼らのパスですべてを殺し、土地を幽霊。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_FrostMoon,"Ho Ho Ho! On this not-so-silent night, festive beings wish to shower the world with gifts of blood and carnage. ",★ほほほ！このそれほど静かな夜には、お祝いの人間は、血液および大虐殺の贈り物を世界にシャワーしたいです。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_FrostLegion,"This organized family of cold-hearted killers wish to ice any who cross them, and they don't like snitches... capisce?",★冷淡キラーのこの組織化ファミリは、それらを横断者の任意の氷を希望する、と彼らはsnitches好きではない... capisce？
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_SlimeRain,"For reasons beyond any meteorological explanation, slimy things are raining down from above by the buckets!",★あらゆる気象説明を超えた理由から、ぬるぬる事がバケツで上から下に雨が降っています！
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_WindyDay,Don't get carried away! Nature is throwing a party and wishes to sweep everybody - and everything - off their feet!,★夢中にしないでください！そしてすべてのもの -   - 自然が党とスイープ皆に願いを投げている自分の足オフ！
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_BloodMoon,"When the moon rises drenched in blood, the dead rise with it! These macabre creatures seek to add fresh meat to their dripping ranks.",★月は血でびっしょり上昇した場合、それに死んで上昇！これらの不気味な生き物は、彼らの滴下ランクに新鮮なお肉を追加しようとしています。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Halloween,"Pumpkins grow wildly across the land, and certain creatures masquerade in unusual costumes. Trick or treat!",★カボチャは、土地全体に乱暴に成長し、特定の生き物は珍しい衣装で仮装します。トリック・オア・トリート！
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Rain,"When it rains, it pours. Creatures which normally thrive in water may roam the land and sky. Beware the angered clouds.",★悪いことは重なります。通常は水で繁栄するクリーチャーは、土地と空を歩き回ることがあります。怒っ雲を注意してください。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Christmas,"Winter is here! Time to celebrate with twinkling lights, ugly sweaters, and a fat old fellow wearing a bright red suit.",★冬が来た！きらめきライト、醜いセーター、明るい赤のスーツを着て脂肪古い仲間と祝うために時間。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Eclipse,"Familiar creatures of horror rapidly grip the lands this day, for no mere mortal can resist the evil of the blackened sun. ",★何単なる死すが黒くなった日の悪に抵抗することはできませんのために恐怖の身近な生き物急激にグリップが、この日の土地。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Party,"This day, for no particular reason, everyone decided to throw a party. There's always time for a celebration!",★この日、特別な理由のために、誰もがパーティーを開くことにしました。お祝いのための時間は常にあります！
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Blizzard,"The most vile, stone-cold entities emerge in the blinding chaos of bone-piercing icy wind and snow. Every step is cold and dangerous.",★最も下劣な、石のように冷たいエンティティは、骨を貫通する氷の風や雪の盲目混乱に現れます。すべてのステップは、寒さと危険です。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Sandstorm,"The sands of the desert rage like a stormy sea, with deadly creatures swimming among them.",★その中で泳いで致命的な生き物と嵐の海のような砂漠の怒りの砂、。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Surface,"Anywhere where one can see the trees, the mountains, and the sky. Not all creatures are powerful or even hostile.",★1は木、山、空を見ることができるどこでも。いないすべてのクリーチャーは、強力な、あるいは敵対的です。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Graveyard,"When areas of death become littered with graves, a thick mist of concentrated eeriness blankets the land.",★死の領域は墓が散らばっになると、濃厚不気味さの厚い霧が土地を毛布。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_UndergroundJungle,"The tangled world beneath the muddy jungle proves perilous to any adventurer. Within, be on guard for voracious plants and bugs.",★泥だらけのジャングルの下にもつれた世界はどんな冒険者に危険を証明しています。内では、貪欲な植物や虫ためのガード上にあります。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_TheUnderworld,A doomed haven of fire and brimstone - run rampant with demons and devils - offers no sanctuary for the living.,★火と硫黄の運命避難所 - 生活のためノー聖域申し出 - 悪魔と悪魔との横行実行します。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_TheDungeon,"Constructed long ago as a once thriving city, this dark and evil place now serves as the home for its cursed former inhabitants.",★かつて盛んな都市として長い前に建設、この暗いと悪の場所は現在、呪われたかつての住民のための家として機能します。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_TheCorruption,"A cancerous Corruption thriving off the sins of the living. Its sole desire is to consume all things, leaving behind only a lifeless void.",★生活の罪オフ盛んな癌破損。その唯一の望みは、背後にあるだけで死んでボイドを残して、すべてのものを消費することです。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Underground,"Just below the surface, there's no shortage of dirt. Basic ore, mundane treasure, and weak monsters live down there.",★ただ、表面の下に、汚れのない不足はありません。基本的な鉱石、世俗的な宝物、弱いモンスターがダウン住んでいます。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_TheHallow,"A divine and overzealous force, 'The Hallow', serves as a cure to combat evil with its majestic, powerful creatures of light.",★神と熱心力、「ハロー」は、光のその雄大な、強力な生き物との戦闘悪への治療法として役立ちます。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_UndergroundMushroom,"A curious deviation of nature, large mushrooms grow densely from glowing blue grass. Tough 'mycanoids' defend the area.",★自然の好奇心のずれは、大きなキノコはブルーグラス輝くから密に成長します。タフ「mycanoidsは」地域を守ります。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_StardustPillar,A blue lunar seal protected by powerful guardians. This one representing a glittering celestial remnant known as 'stardust'.,★強力な保護者によって保護青色月シール。 「スターダスト」として知られるきらびやかな天体残骸を表すこの1。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Jungle,"Thick trees, brambled vines, and relentless beasts of nature inhabit this dense canopy of lush growth, sprouted from seemingly limitless mud.",★太い木、brambledつる、そして自然の執拗な獣は、一見無限の泥から発芽緑豊かな成長のこの密なキャノピーを、生息しています。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Caverns,"Tough monsters, abandoned cabins, and golden treasure adorn the dark, vacant caverns tunneled beneath the underground.",★タフなモンスター、捨てられたキャビン、そして黄金の宝物は地下の下にトンネル化暗い、空いている洞窟を飾ります。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_UndergroundSnow,Tunnels carved throughout frigid ice result in slippery pitfalls and freezing pools - all patrolled by the sub-zero denizens of the deep.,★トンネルは滑りやすい落とし穴と凍結プールで極寒の氷の結果全体で刻まれた - すべての深いのサブゼロ住人でパトロール。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Ocean,"An endless ocean stretched to the horizon awaits at the world's edge, filled with infinitely hungry creatures from the watery depths.",★涙の深さから無限に飢えた生き物で満たされ、世界の端に地平線の待ち受けに伸ばし無限の海、。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_SurfaceMushroom,"Surface mushroom patches must be cultivated by hand, but doing so may draw attention from strong mycanoids.",★表面キノコパッチは手で栽培されなければならないが、これは強いmycanoidsからの注目を引いてもよいです。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_UndergroundDesert,"Beneath the sandy surface lies weathered, hard sandstone.  Massive nests of deadly insects and more infest these ancient burrows.",★砂の表面嘘の下には、ハード砂岩を風化。致命的な昆虫や多くのはびこるこれらの古代巣穴の大規模な巣。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Snow,A persistent arctic jet stream left a part of the world permanently cold. Only the hardiest of beasts can survive this harsh region.,★永続的な北極のジェット気流は永久に冷たい世界の一部を残しました。獣の唯一の最も丈夫では、この過酷な地域を生き残ることができます。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Desert,"Endless dunes of sand reside here, scorched by the never-ending sun. Few things have adapted to survive in this environment.",★砂の無限の砂丘は、決して終わることのない日で焼け、ここに存在します。いくつかのことは、この環境の中で生き残るために適応しています。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Meteor,"The fragments left behind from plummeting meteorites burn endlessly with astrological energy, some of which appears to be alive.",★急落隕石から取り残さフラグメントは生きているように見えるそのうちのいくつかは占星術のエネルギー、と際限なく燃えます。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Oasis,This is no mirage! The clandestine pools of water glittering in the desert sun are the only source of life in these desolate sands.,★これは何も蜃気楼ではありません！砂漠の太陽の下で輝く水の秘密のプールは、これらの荒涼とした砂浜での生活の唯一の源です。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_SpiderNest,"In this deadly place, there lurk arachnids with many legs, many eyes, and a thirst for blood. They sow thick webs threaded with malice.",★この致命的な場所では、多くの足、多くの目、そして血液のための渇きとクモが潜んでいます。彼らは悪意をねじ込み厚いウェブをまきます。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_Crimson,"A hive mind of grotesque, biological infections which aim to consume all life whilst feeling absolutely nothing.",★絶対に何も感じていないながら、すべての生命を消費することを目指しグロテスク、生物学的な感染症のハイブ心。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_SolarPillar,A red lunar seal protected by powerful guardians. This one representing a flaming celestial event known as 'solar flares'.,★強力な保護者で保護赤い月のシール。 「太陽フレア」として知ら燃える天文現象を表すこの1。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_VortexPillar,A green lunar seal protected by powerful guardians. This one representing a deep celestial void known as 'vortex'.,★強力な保護者で保護緑の月のシール。 「渦」として知られている深い天体のボイドを表すこの1。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_TheTemple,"Stone-crafted with an ancient mineral alloy, this indomitable temple houses the Lihzahrd; a crude, yet advanced reptilian race.",★石細工、古代のミネラル合金では、この不屈の寺院はLihzahrdを収容します。原油は、まだ爬虫類のレースを進めました。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_UndergroundCorruption,"With the ancient spirits of light and dark released, the Corruption's reach drastically increased and its minions greatly empowered.",★光と闇の古代の霊が解放すると、破損のリーチが大幅に増加し、その手下が大幅に権限を与え。
Terraria.Localization.Content.en-US.Game,Bestiary_BiomeText,biome_NebulaPillar,A purple lunar seal protected by powerful guardians. This one representing a stormy celestial body known as 'nebula'.,★強力な保護者で保護紫月面シール。 「星雲」として知られている嵐の天体を表すこの1。
